"term","frequency","density","occurrence"
"appeared",4,7.25465658269402e-05,0.008
"appearing",2,3.62732829134701e-05,0.004
"appears",13,0.000235776338937556,0.024
"appended",1,1.8136641456735e-05,0.002
"apple",1,1.8136641456735e-05,0.002
"applegate",3,5.44099243702051e-05,0.002
"applegates",1,1.8136641456735e-05,0.002
"applemail",3,5.44099243702051e-05,0.002
"applets",1,1.8136641456735e-05,0.002
"applicant",1,1.8136641456735e-05,0.002
"applicants",1,1.8136641456735e-05,0.002
"application",21,0.000380869470591436,0.026
"applicationmstnef",1,1.8136641456735e-05,0.002
"applicationpgpsignature",5,9.06832072836752e-05,0.01
"applications",22,0.000399006112048171,0.036
"applied",4,7.25465658269402e-05,0.008
"applies",2,3.62732829134701e-05,0.002
"apply",4,7.25465658269402e-05,0.008
"applying",1,1.8136641456735e-05,0.002
"appointed",7,0.000126956490197145,0.008
"appointing",1,1.8136641456735e-05,0.002
"appointment",2,3.62732829134701e-05,0.002
"appointments",1,1.8136641456735e-05,0.002
"apportioned",1,1.8136641456735e-05,0.002
"appreciate",5,9.06832072836752e-05,0.01
"appreciated",7,0.000126956490197145,0.014
"appreciative",1,1.8136641456735e-05,0.002
"approach",10,0.00018136641456735,0.018
"approachable",1,1.8136641456735e-05,0.002
"approached",8,0.00014509313165388,0.016
"approaches",1,1.8136641456735e-05,0.002
"approaching",1,1.8136641456735e-05,0.002
"appropiate",1,1.8136641456735e-05,0.002
"appropriate",2,3.62732829134701e-05,0.002
"appropriation",1,1.8136641456735e-05,0.002
"approval",2,3.62732829134701e-05,0.004
"approve",1,1.8136641456735e-05,0.002
"approved",2,3.62732829134701e-05,0.004
"approving",1,1.8136641456735e-05,0.002
"approx",1,1.8136641456735e-05,0.002
"approximately",4,7.25465658269402e-05,0.008
"approximation",1,1.8136641456735e-05,0.002
"apps",11,0.000199503056024085,0.016
"april",1,1.8136641456735e-05,0.002
"apt",15,0.000272049621851026,0.018
"aptcache",1,1.8136641456735e-05,0.002
"aptcncfrirpm",2,3.62732829134701e-05,0.002
"aptdevel",2,3.62732829134701e-05,0.002
"aptdevelcncfrirpm",1,1.8136641456735e-05,0.002
"aptfreshrpmsnet",3,5.44099243702051e-05,0.006
"aptget",9,0.000163229773110615,0.006
"aptget install xmmsmp",1,1.8136641456735e-05,0.002
"apttree",1,1.8136641456735e-05,0.002
"aqaaaaeaaaaaaaaaagfhaaeaaaayaaaayzczthpsacdsewfuywlyowqhpvkbsuwxltay",1,1.8136641456735e-05,0.002
"arab",1,1.8136641456735e-05,0.002
"arabia",4,7.25465658269402e-05,0.006
"arachnemolecular",1,1.8136641456735e-05,0.002
"arafats",3,5.44099243702051e-05,0.006
"arbitarily",2,3.62732829134701e-05,0.004
"arbitary",1,1.8136641456735e-05,0.002
"arbitrary",2,3.62732829134701e-05,0.004
"arbock",3,5.44099243702051e-05,0.002
"arbocks",11,0.000199503056024085,0.002
"arboi",2,3.62732829134701e-05,0.002
"arcane",1,1.8136641456735e-05,0.002
"archbishop",7,0.000126956490197145,0.002
"archbishops",1,1.8136641456735e-05,0.002
"archer",1,1.8136641456735e-05,0.002
"architectural",1,1.8136641456735e-05,0.002
"architecture",6,0.00010881984874041,0.012
"archive",4,7.25465658269402e-05,0.006
"archivists",1,1.8136641456735e-05,0.002
"archtechture",1,1.8136641456735e-05,0.002
"arden",1,1.8136641456735e-05,0.002
"are",17,0.000308322904764496,0.026
"area",6,0.00010881984874041,0.01
"areas",1,1.8136641456735e-05,0.002
"a red blob",1,1.8136641456735e-05,0.002
"are dismissive of labor",1,1.8136641456735e-05,0.002
"arena",1,1.8136641456735e-05,0.002
"arethough",1,1.8136641456735e-05,0.002
"arewhatthe",1,1.8136641456735e-05,0.002
"arg",1,1.8136641456735e-05,0.002
"argentina",1,1.8136641456735e-05,0.002
"argos",4,7.25465658269402e-05,0.004
"argue",1,1.8136641456735e-05,0.002
"argued",5,9.06832072836752e-05,0.01
"arguing",3,5.44099243702051e-05,0.004
"argument",16,0.000290186263307761,0.02
"arial",1,1.8136641456735e-05,0.002
"arid",1,1.8136641456735e-05,0.002
"arise",3,5.44099243702051e-05,0.006
"arises",1,1.8136641456735e-05,0.002
"aristocracy",2,3.62732829134701e-05,0.002
"arizona",1,1.8136641456735e-05,0.002
"arm",2,3.62732829134701e-05,0.004
"armadillo",2,3.62732829134701e-05,0.002
"armature",1,1.8136641456735e-05,0.002
"armed",2,3.62732829134701e-05,0.004
"arms",1,1.8136641456735e-05,0.002
"army",9,0.000163229773110615,0.008
"arose",2,3.62732829134701e-05,0.004
"around",5,9.06832072836752e-05,0.01
"around  a year strike the earths surface and considering the size
of the earth it is very unlikely to be a meteorite
",1,1.8136641456735e-05,0.002
"arrange",1,1.8136641456735e-05,0.002
"arranged",3,5.44099243702051e-05,0.006
"arrangement",3,5.44099243702051e-05,0.006
"array",1,1.8136641456735e-05,0.002
"arrayed",1,1.8136641456735e-05,0.002
"arrest",3,5.44099243702051e-05,0.002
"arrested",7,0.000126956490197145,0.008
"arresting",1,1.8136641456735e-05,0.002
"arrival",2,3.62732829134701e-05,0.004
"arrive",1,1.8136641456735e-05,0.002
"arrived",5,9.06832072836752e-05,0.01
"arriving",1,1.8136641456735e-05,0.002
"arrogance",1,1.8136641456735e-05,0.002
"arse",1,1.8136641456735e-05,0.002
"art",7,0.000126956490197145,0.008
"artefact",1,1.8136641456735e-05,0.002
"artfully",2,3.62732829134701e-05,0.002
"arthritis",1,1.8136641456735e-05,0.002
"article",30,0.000544099243702051,0.042
"articles",9,0.000163229773110615,0.018
"articleview",8,0.00014509313165388,0.002
"artifact",1,1.8136641456735e-05,0.002
"artificial",1,1.8136641456735e-05,0.002
"artikkeli",1,1.8136641456735e-05,0.002
"artist",2,3.62732829134701e-05,0.004
"artistic",1,1.8136641456735e-05,0.002
"artistically",1,1.8136641456735e-05,0.002
"arts",1,1.8136641456735e-05,0.002
"arturo",1,1.8136641456735e-05,0.002
"asap",1,1.8136641456735e-05,0.002
"as a result of the war corporations have now been enthroned and an era
of corruption in high places will follow and the moneypower of the
country will endeavor to prolong its reign by working upon the
prejudices of the people until the wealth is aggregated in a few hands
and the republic is destroyed",1,1.8136641456735e-05,0.002
"asbrand",2,3.62732829134701e-05,0.002
"ascii",1,1.8136641456735e-05,0.002
"asectionheadingcolorffffffbackgroundcolorfontfamilyarialfontsizexsmallfontweightboldfontstylenormaltextdecorationnonetextalignleft",4,7.25465658269402e-05,0.002
"ashburn",1,1.8136641456735e-05,0.002
"asia",4,7.25465658269402e-05,0.008
"asian",1,1.8136641456735e-05,0.002
"asianlanguage",1,1.8136641456735e-05,0.002
"asians",1,1.8136641456735e-05,0.002
"aside",1,1.8136641456735e-05,0.002
"asis",2,3.62732829134701e-05,0.004
"as i think of this bill and the fact that the more progress we make 
the deeper we go into the hole i am reminded of a group of men who were 
working on a street they had dug quite a number of holes when they got 
through they failed to puddle or tamp the earth when it was returned to 
the hole and they had a nice little mound which was quite a traffic 
hazard

",1,1.8136641456735e-05,0.002
"asked",3,5.44099243702051e-05,0.006
"aspect",1,1.8136641456735e-05,0.002
"aspects",2,3.62732829134701e-05,0.002
"aspen",1,1.8136641456735e-05,0.002
"aspersions",1,1.8136641456735e-05,0.002
"aspirations",1,1.8136641456735e-05,0.002
"aspiring",1,1.8136641456735e-05,0.002
"ass",3,5.44099243702051e-05,0.006
"assault",2,3.62732829134701e-05,0.002
"assembly",1,1.8136641456735e-05,0.002
"asserting",2,3.62732829134701e-05,0.004
"assertion",5,9.06832072836752e-05,0.01
"assessed",1,1.8136641456735e-05,0.002
"assessment",2,3.62732829134701e-05,0.002
"asset",1,1.8136641456735e-05,0.002
"assets",2,3.62732829134701e-05,0.002
"assiduously",1,1.8136641456735e-05,0.002
"assign",2,3.62732829134701e-05,0.004
"assigned",1,1.8136641456735e-05,0.002
"assigning",2,3.62732829134701e-05,0.004
"assistance",1,1.8136641456735e-05,0.002
"assistant",2,3.62732829134701e-05,0.004
"assisted",2,3.62732829134701e-05,0.004
"assists",1,1.8136641456735e-05,0.002
"associate",2,3.62732829134701e-05,0.004
"associated",5,9.06832072836752e-05,0.01
"association",10,0.00018136641456735,0.01
"assume",11,0.000199503056024085,0.018
"assumed",4,7.25465658269402e-05,0.008
"assumes",2,3.62732829134701e-05,0.004
"assuming",5,9.06832072836752e-05,0.01
"assumption",5,9.06832072836752e-05,0.008
"assumptions",2,3.62732829134701e-05,0.004
"assure",1,1.8136641456735e-05,0.002
"assured",2,3.62732829134701e-05,0.004
"as they were having a problem with him",1,1.8136641456735e-05,0.002
"asthma",1,1.8136641456735e-05,0.002
"astounding",2,3.62732829134701e-05,0.004
"a strange game professor falken",1,1.8136641456735e-05,0.002
"astrology",1,1.8136641456735e-05,0.002
"astronomers",2,3.62732829134701e-05,0.002
"astronomical",1,1.8136641456735e-05,0.002
"astronomy",1,1.8136641456735e-05,0.002
"astronomys",1,1.8136641456735e-05,0.002
"astrophysics",2,3.62732829134701e-05,0.002
"astutely",1,1.8136641456735e-05,0.002
"asus",1,1.8136641456735e-05,0.002
"async",7,0.000126956490197145,0.006
"asynchronous",6,0.00010881984874041,0.004
"asynchronously",2,3.62732829134701e-05,0.004
"atach",1,1.8136641456735e-05,0.002
"ate",1,1.8136641456735e-05,0.002
"atentamente",2,3.62732829134701e-05,0.002
"atfevqxysabcdhikmnprsuy",2,3.62732829134701e-05,0.004
"athlon",1,1.8136641456735e-05,0.002
"athlone",1,1.8136641456735e-05,0.002
"athos",1,1.8136641456735e-05,0.002
"atlanta",1,1.8136641456735e-05,0.002
"atlantic",4,7.25465658269402e-05,0.008
"atlas",1,1.8136641456735e-05,0.002
"atm",1,1.8136641456735e-05,0.002
"atmosphere",2,3.62732829134701e-05,0.004
"atmospheric",3,5.44099243702051e-05,0.004
"atoms",4,7.25465658269402e-05,0.004
"at once a fun fair a petrified forest and the great temple of amun at 
karnak itself drunk and reeling in an eccentric earthquake",1,1.8136641456735e-05,0.002
"at once a fun fair a petrified forest and the great temple of amun at
 karnak itself drunk and reeling in an eccentric earthquake",2,3.62732829134701e-05,0.004
"atrocity",1,1.8136641456735e-05,0.002
"att",1,1.8136641456735e-05,0.002
"atta",2,3.62732829134701e-05,0.004
"attach",2,3.62732829134701e-05,0.004
"attachable",1,1.8136641456735e-05,0.002
"attached",8,0.00014509313165388,0.016
"attachment",2,3.62732829134701e-05,0.002
"attachments",4,7.25465658269402e-05,0.008
"attack",11,0.000199503056024085,0.012
"attacked",2,3.62732829134701e-05,0.004
"attacker",3,5.44099243702051e-05,0.004
"attackers",1,1.8136641456735e-05,0.002
"attacking",2,3.62732829134701e-05,0.004
"attacks",5,9.06832072836752e-05,0.01
"attanasio",1,1.8136641456735e-05,0.002
"attempt",5,9.06832072836752e-05,0.01
"attempting",7,0.000126956490197145,0.014
"attempts",3,5.44099243702051e-05,0.006
"attend",1,1.8136641456735e-05,0.002
"attendant",1,1.8136641456735e-05,0.002
"attendants",1,1.8136641456735e-05,0.002
"attended",6,0.00010881984874041,0.012
"attendees",1,1.8136641456735e-05,0.002
"attends",1,1.8136641456735e-05,0.002
"attention",4,7.25465658269402e-05,0.006
"attenuation",2,3.62732829134701e-05,0.004
"at the end of a fortnight its very very rare for a guy to go back and
alb think he hasnt made his mind up",1,1.8136641456735e-05,0.002
"at the end of a fortnight its very very rare for a guy to go back and
think he hasnt made his mind up",1,1.8136641456735e-05,0.002
"at the fcc i think ill just be blunt my political 
answer yes theres all kinds of things we can do at the margin to try 
to help but i cant find thirty billion dollars for worldcom somewhere 
i cant mitigate the impacts of an accounting scandal and an sec 
investigation were i king it would be wonderful but i dont have 
those kinds of levers i dont know whether anybody does at some point 
companies are expected to run themselves in a way that keeps them from 
dying",1,1.8136641456735e-05,0.002
"attica",1,1.8136641456735e-05,0.002
"attitude",3,5.44099243702051e-05,0.006
"attorney",1,1.8136641456735e-05,0.002
"attorneys",1,1.8136641456735e-05,0.002
"attracted",6,0.00010881984874041,0.012
"attractive",5,9.06832072836752e-05,0.01
"attracts",1,1.8136641456735e-05,0.002
"attributed",3,5.44099243702051e-05,0.002
"attucks",1,1.8136641456735e-05,0.002
"atx",3,5.44099243702051e-05,0.006
"atz",2,3.62732829134701e-05,0.004
"auction",3,5.44099243702051e-05,0.004
"auctions",1,1.8136641456735e-05,0.002
"audacious",1,1.8136641456735e-05,0.002
"audible",1,1.8136641456735e-05,0.002
"audience",4,7.25465658269402e-05,0.008
"audiencebr",1,1.8136641456735e-05,0.002
"audio",10,0.00018136641456735,0.014
"audioout",1,1.8136641456735e-05,0.002
"auditing",1,1.8136641456735e-05,0.002
"aug",68,0.00123329161905798,0.114
"augmentation",1,1.8136641456735e-05,0.002
"august",63,0.00114260841177431,0.108
"aumix",1,1.8136641456735e-05,0.002
"austin",5,9.06832072836752e-05,0.01
"australia",7,0.000126956490197145,0.008
"australians",1,1.8136641456735e-05,0.002
"authentic",1,1.8136641456735e-05,0.002
"authentication",1,1.8136641456735e-05,0.002
"authenticity",1,1.8136641456735e-05,0.002
"author",15,0.000272049621851026,0.008
"authorisation",2,3.62732829134701e-05,0.004
"authoritarian",1,1.8136641456735e-05,0.002
"authoritative",4,7.25465658269402e-05,0.008
"authoritatively",2,3.62732829134701e-05,0.002
"authorities",4,7.25465658269402e-05,0.008
"authority",3,5.44099243702051e-05,0.006
"authorized",1,1.8136641456735e-05,0.002
"authors",8,0.00014509313165388,0.008
"authorsender",1,1.8136641456735e-05,0.002
"autistic",1,1.8136641456735e-05,0.002
"auto",2,3.62732829134701e-05,0.004
"autobiography",2,3.62732829134701e-05,0.002
"autocatalytic",1,1.8136641456735e-05,0.002
"autoexecbat",1,1.8136641456735e-05,0.002
"automated",2,3.62732829134701e-05,0.004
"automatic",5,9.06832072836752e-05,0.01
"automatically",6,0.00010881984874041,0.012
"automating",2,3.62732829134701e-05,0.004
"automobiles",1,1.8136641456735e-05,0.002
"automount",1,1.8136641456735e-05,0.002
"autopc",1,1.8136641456735e-05,0.002
"autopsy",2,3.62732829134701e-05,0.002
"autoresponder",2,3.62732829134701e-05,0.002
"autorestart",1,1.8136641456735e-05,0.002
"autumn",2,3.62732829134701e-05,0.004
"avail",1,1.8136641456735e-05,0.002
"availability",5,9.06832072836752e-05,0.008
"available",34,0.000616645809528991,0.056
"availablemutter",1,1.8136641456735e-05,0.002
"ave",2,3.62732829134701e-05,0.004
"avenging",1,1.8136641456735e-05,0.002
"average",26,0.000471552677875111,0.026
"averages",6,0.00010881984874041,0.004
"averaging",3,5.44099243702051e-05,0.002
"averted",2,3.62732829134701e-05,0.004
"avg",4,7.25465658269402e-05,0.008
"aviation",1,1.8136641456735e-05,0.002
"avid moderate",1,1.8136641456735e-05,0.002
"avivah",1,1.8136641456735e-05,0.002
"avoid",2,3.62732829134701e-05,0.004
"avoiding",3,5.44099243702051e-05,0.006
"awaiting",1,1.8136641456735e-05,0.002
"award",1,1.8136641456735e-05,0.002
"awarded",3,5.44099243702051e-05,0.004
"awards",2,3.62732829134701e-05,0.004
"awardwinning",1,1.8136641456735e-05,0.002
"aware",16,0.000290186263307761,0.028
"awareness",2,3.62732829134701e-05,0.002
"away",10,0.00018136641456735,0.02
"awful",2,3.62732829134701e-05,0.004
"awks",2,3.62732829134701e-05,0.004
"awkward",2,3.62732829134701e-05,0.004
"awuywwgyfsbhmhaaacaxeaaqaaabyaaaabwlbesgnvrxmdojplazaopgdaaaeabomaqaa",1,1.8136641456735e-05,0.002
"axboxlinuxmandrakereleased",1,1.8136641456735e-05,0.002
"axehandle",1,1.8136641456735e-05,0.002
"axel",2,3.62732829134701e-05,0.004
"axelnennker",1,1.8136641456735e-05,0.002
"axelthimmphysikfuberlinde",2,3.62732829134701e-05,0.004
"axfr",1,1.8136641456735e-05,0.002
"axles",1,1.8136641456735e-05,0.002
"aye",1,1.8136641456735e-05,0.002
"ayn",1,1.8136641456735e-05,0.002
"babble",1,1.8136641456735e-05,0.002
"babbles",2,3.62732829134701e-05,0.004
"babs",1,1.8136641456735e-05,0.002
"baby",9,0.000163229773110615,0.006
"baby bells",1,1.8136641456735e-05,0.002
"babysitters",1,1.8136641456735e-05,0.002
"back",19,0.000344596187677966,0.03
"backdoor",1,1.8136641456735e-05,0.002
"backdoorstep",1,1.8136641456735e-05,0.002
"backfired",1,1.8136641456735e-05,0.002
"background",1,1.8136641456735e-05,0.002
"backhinged",1,1.8136641456735e-05,0.002
"backquoted",1,1.8136641456735e-05,0.002
"backrubs",5,9.06832072836752e-05,0.01
"backs",1,1.8136641456735e-05,0.002
"backside",1,1.8136641456735e-05,0.002
"backup",2,3.62732829134701e-05,0.004
"backups",4,7.25465658269402e-05,0.004
"backward",2,3.62732829134701e-05,0.004
"backwards",2,3.62732829134701e-05,0.004
"bacon",2,3.62732829134701e-05,0.004
"bacteria",1,1.8136641456735e-05,0.002
"bad",23,0.000417142753504906,0.04
"badge",1,1.8136641456735e-05,0.002
"badly",5,9.06832072836752e-05,0.008
"baffled",1,1.8136641456735e-05,0.002
"bag",4,7.25465658269402e-05,0.004
"bags",3,5.44099243702051e-05,0.002
"bail",2,3.62732829134701e-05,0.004
"bain",2,3.62732829134701e-05,0.002
"bait",2,3.62732829134701e-05,0.004
"balance",2,3.62732829134701e-05,0.004
"balboas",1,1.8136641456735e-05,0.002
"balearics",1,1.8136641456735e-05,0.002
"baleful",1,1.8136641456735e-05,0.002
"ball",1,1.8136641456735e-05,0.002
"ballet",1,1.8136641456735e-05,0.002
"balloon",2,3.62732829134701e-05,0.004
"balloons",1,1.8136641456735e-05,0.002
"balls",3,5.44099243702051e-05,0.006
"bally",1,1.8136641456735e-05,0.002
"bamboo",1,1.8136641456735e-05,0.002
"bamping",6,0.00010881984874041,0.004
"ban",2,3.62732829134701e-05,0.004
"band",2,3.62732829134701e-05,0.004
"bandages",2,3.62732829134701e-05,0.002
"bandied",1,1.8136641456735e-05,0.002
"bandit",3,5.44099243702051e-05,0.002
"bandit queen",1,1.8136641456735e-05,0.002
"bandits",1,1.8136641456735e-05,0.002
"bandwidth",10,0.00018136641456735,0.02
"banes",2,3.62732829134701e-05,0.002
"bang",3,5.44099243702051e-05,0.004
"bangkok",10,0.00018136641456735,0.004
"bangkokbased",2,3.62732829134701e-05,0.004
"banjo",1,1.8136641456735e-05,0.002
"bank",17,0.000308322904764496,0.018
"banker",3,5.44099243702051e-05,0.002
"bankers",1,1.8136641456735e-05,0.002
"bankgesellschaft",1,1.8136641456735e-05,0.002
"banking",1,1.8136641456735e-05,0.002
"bankrupt",2,3.62732829134701e-05,0.004
"bankruptcy",12,0.00021763969748082,0.002
"banks",4,7.25465658269402e-05,0.006
"banned",3,5.44099243702051e-05,0.006
"banner",1,1.8136641456735e-05,0.002
"bar",8,0.00014509313165388,0.012
"barbara",9,0.000163229773110615,0.012
"barboza",5,9.06832072836752e-05,0.002
"barcelona",1,1.8136641456735e-05,0.002
"barclay",2,3.62732829134701e-05,0.002
"bare",1,1.8136641456735e-05,0.002
"bareback",1,1.8136641456735e-05,0.002
"barely literate",1,1.8136641456735e-05,0.002
"barf",1,1.8136641456735e-05,0.002
"bargain",2,3.62732829134701e-05,0.002
"bargaining",1,1.8136641456735e-05,0.002
"baring",1,1.8136641456735e-05,0.002
"barked",1,1.8136641456735e-05,0.002
"barking",1,1.8136641456735e-05,0.002
"barks",1,1.8136641456735e-05,0.002
"barlinnie",2,3.62732829134701e-05,0.002
"barney",1,1.8136641456735e-05,0.002
"baroness",6,0.00010881984874041,0.01
"barred",1,1.8136641456735e-05,0.002
"barrel",1,1.8136641456735e-05,0.002
"barrera",7,0.000126956490197145,0.014
"barrie",1,1.8136641456735e-05,0.002
"barrier",2,3.62732829134701e-05,0.002
"barriers",1,1.8136641456735e-05,0.002
"barriers to competition",1,1.8136641456735e-05,0.002
"barry",2,3.62732829134701e-05,0.004
"barryg",1,1.8136641456735e-05,0.002
"barrygksspupdeduph",1,1.8136641456735e-05,0.002
